Accession evaluated for MATGROUP
,
accession_id,accession_prefix,accession_number,accession_suffix,observation_value,coded_name,method_name,plant_name,taxon,origin,source_type_code,latitude,longitude,data_quality_code,original_value,frequency,low,high,mean,sdev,ssize,inventory_prefix,inventory_number,inventory_suffix,note,,
"1136657","PI","153246","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","J-29","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153246","","",
"1136659","PI","153249","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","J-35","Glycine max","Unknown","COLLECTED","","","","","","","","","","","PI","153249","","",
"1136661","PI","153251","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","J-39","Glycine max","Unknown","COLLECTED","","","","","","","","","","","PI","153251","","",
"1136669","PI","153259","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","J-54","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153259","","",
"1136671","PI","153261","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","J-58","Glycine max","Unknown","COLLECTED","","","","","","","","","","","PI","153261","","",
"1136672","PI","153262","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Roumanie","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153262","","",
"1136675","PI","153265","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 10","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153265","","",
"1136680","PI","153270","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","C.B.","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153270","","",
"1136682","PI","153272","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Villaneuve","Glycine max","France","DEVELOPED","","","","","","","","","","","PI","153272","","",
"1136683","PI","153273","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Delitzer","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","153273","","",
"1136685","PI","153275","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","N-14 (771)","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153275","","",
"1136687","PI","153277","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","U 487","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153277","","",
"1136688","PI","153278","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Hsachich","Glycine max","France","DEVELOPED","","","","","","","","","","","PI","153278","","",
"1136691","PI","153281","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","N-22","Glycine max","Belgium","COLLECTED","","","","","","","","","","","PI","153281","","",
"1136694","PI","153284","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","N-25 (785)","Glycine max","France","DEVELOPED","","","","","","","","","","","PI","153284","","",
"1136696","PI","153286","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","N-27 (787)","Glycine max","France","DEVELOPED","","","","","","","","","","","PI","153286","","",
"1136708","PI","153300","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","V-13","Glycine max","Unknown","COLLECTED","","","","","","","","","","","PI","153300","","",
"1136712","PI","153304","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 37","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153304","","",
"1136713","PI","153305","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Petit Jaune de Hougrie","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153305","","",
"1136714","PI","153306","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Rouest 29","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153306","","",
"1136725","PI","153317","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Onze Novembre","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153317","","",
"1136726","PI","153318","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Sun","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153318","","",
"1136727","PI","153319","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Tohang","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153319","","",
"1136728","PI","153320","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Tokio Jaune d&#39;Aubignun","Glycine max","France","COLLECTED","","","","","","","","","","","PI","153320","","",
"1136941","PI","154189","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 57","Glycine max","Netherlands","DEVELOPED","","","","","","","","","","","PI","154189","","",
"1136943","PI","154191","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 44","Glycine max","Netherlands","DEVELOPED","","","","","","","","","","","PI","154191","","",
"1136944","PI","154192","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 45","Glycine max","Netherlands","DEVELOPED","","","","","","","","","","","PI","154192","","",
"1136946","PI","154194","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 48","Glycine max","Netherlands","DEVELOPED","","","","","","","","","","","PI","154194","","",
"1136948","PI","154196","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 51","Glycine max","Netherlands","DEVELOPED","","","","","","","","","","","PI","154196","","",
"1139711","PI","161989","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Wolfsthaler","Glycine max","Austria","COLLECTED","","","","","","","","","","","PI","161989","","",
"1155833","PI","179822","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Wachenheimer Gelbe","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","179822","","",
"1156198","PI","180501","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Strain No. 18","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","180501","","",
"1156228","PI","180529","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Strain No. 128","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","180529","","",
"1156229","PI","180530","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Strain No. 129","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","180530","","",
"1156233","PI","180532","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Strain No. 1379/47","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","180532","","",
"1157075","PI","181531","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 1","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","181531","","",
"1157114","PI","181571","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 58","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","181571","","",
"1159329","PI","184047","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Rana Br. 442","Glycine max","Croatia","COLLECTED","45.60694120","18.74388790","","","","","","","","","PI","184047","","",
"1161878","PI","189857","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 17","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189857","","",
"1161879","PI","189859","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Light Brown","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189859","","",
"1161881","PI","189861","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 18","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189861","","",
"1161882","PI","189862","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Brun Matif Rouest","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189862","","",
"1161885","PI","189866","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","B 10","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189866","","",
"1161889","PI","189870","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 3","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189870","","",
"1161890","PI","189871","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 15","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189871","","",
"1161891","PI","189872","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Commercial Huilerie Nord","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189872","","",
"1161892","PI","189873","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Miko Saumon","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189873","","",
"1161895","PI","189876","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Weka","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189876","","",
"1161901","PI","189882","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Dieckmanns Helgelb","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","189882","","",
"1161902","PI","189883","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Dieckmanns Fruhegelb","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","189883","","",
"1161903","PI","189885","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Hatto Jaune","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189885","","",
"1161913","PI","189893","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 5","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189893","","",
"1161914","PI","189894","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Dippe Fruhe Gelbe","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","189894","","",
"1161916","PI","189897","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Rouest 71","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189897","","",
"1161918","PI","189898","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 45","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189898","","",
"1161920","PI","189899","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Rouest 104","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189899","","",
"1161921","PI","189900","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Grignon 41","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189900","","",
"1161926","PI","189903","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Kouban 0375","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189903","","",
"1161927","PI","189904","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Tokio Jaune Oeil Brun","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189904","","",
"1161932","PI","189913","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Braugelbe II","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","189913","","",
"1161941","PI","189923","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Dans Ossijek II","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189923","","",
"1161955","PI","189938","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Mediascher Branne","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189938","","",
"1161956","PI","189939","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Poppelsdorf 3/1225","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","189939","","",
"1161960","PI","189944","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Amourskayachortnaya","Glycine max","Russian Federation","COLLECTED","","","","","","","","","","","PI","189944","","",
"1161964","PI","189950","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Cosse Lisse","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189950","","",
"1161965","PI","189951","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Cosse Velue","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189951","","",
"1161967","PI","189955","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Noir Des Freres Dippeo","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189955","","",
"1161971","PI","189960","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Oscar Dickmann","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189960","","",
"1161972","PI","189961","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Rouest 117","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189961","","",
"1161975","PI","189964","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","V 3","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189964","","",
"1161976","PI","189965","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","V 4","Glycine max","France","COLLECTED","","","","","","","","","","","PI","189965","","",
"1165323","PI","194625","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","292-1-20","Glycine max","Sweden","DEVELOPED","","","","","","","","","","","PI","194625","","",
"1169293","PI","200595","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Morlanvia","Glycine max","China","COLLECTED","46.19504210","126.06794790","","","","","","","","","PI","200595","","",
"1172157","PI","204652","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Von Burklin-Wolf&#39;s Wachenheimer","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","204652","","",
"1182137","PI","227323","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Kairyo No. 1","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","227323","","",
"1182140","PI","227326","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Kokuiku No. 44","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","227326","","",
"1182144","PI","227330","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Murasakibana No. 1","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","227330","","",
"1182250","PI","227565","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Wasehadaka","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","227565","","",
"1182607","PI","229330","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Kanegawawase","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","229330","","",
"1184493","PI","232899","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Iregszemcsei Corona","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","232899","","",
"1184494","PI","232900","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Iregszemesei Nagyszemu Feher","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","232900","","",
"1184495","PI","232901","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Iregszemcsei Szurkebarat","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","232901","","",
"1184496","PI","232902","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Iregszemcsei Universal","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","232902","","",
"1184574","PI","232994","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 1648/44","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","232994","","",
"1184575","PI","232995","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 1369/47","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","232995","","",
"1184576","PI","232996","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","No. 113/49","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","232996","","",
"1186808","PI","238921","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Dieckman Black","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","238921","","",
"1186811","PI","238924","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Kirches Stamm 2008","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","238924","","",
"1186812","PI","238925","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Roudnicka Black","Glycine max","Czech Republic","COLLECTED","50.08333400","14.46666720","","","","","","","","","PI","238925","","",
"1188362","PI","243547","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Toyo-naga","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","243547","","",
"1188365","PI","243550","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Yoshioka","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","243550","","",
"1190769","PI","248395","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Bijeljina","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248395","","",
"1190777","PI","248399","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Italian Early","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248399","","",
"1190781","PI","248401","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Krizeveacka No. 3","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248401","","",
"1190785","PI","248403","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Mautner","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248403","","",
"1190786","PI","248404","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Novosadska Bela","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248404","","",
"1190794","PI","248408","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Stara Pazova","Glycine max","Serbia","COLLECTED","","","","","","","","","","","PI","248408","","",
"1190927","PI","248512","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Hokkaido Akita No. 2","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","248512","","",
"1196781","PI","257428","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Soja-C.-St. 1/58","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257428","","",
"1196785","PI","257432","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","C 14/58","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257432","","",
"1196786","PI","257433","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","C 15/58","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257433","","",
"1196787","PI","257434","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Soja-B 45/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257434","","",
"1196788","PI","257435","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Soja-B 49/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257435","","",
"1196789","PI","257436","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","C 8/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257436","","",
"1196790","PI","257437","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Soja-C 24/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257437","","",
"1196791","PI","257438","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","C 25/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257438","","",
"1196792","PI","257439","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Soja-C 29/58 R","Glycine max","Germany","DEVELOPED","","","","","","","","","","","PI","257439","","",
"1197004","PI","258384","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","A","Glycine max","Poland","COLLECTED","","","","","","","","","","","PI","258384","","",
"1197005","PI","258385","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","N. 754","Glycine max","Poland","COLLECTED","","","","","","","","","","","PI","258385","","",
"1198634","PI","261469","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Wasedaizu No. 1","Glycine max","Japan","COLLECTED","","","","","","","","","","","PI","261469","","",
"1198639","PI","261475","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Shika No. 1","Glycine max","China","COLLECTED","46.19504210","126.06794790","","","","","","","","","PI","261475","","",
"1208412","PI","279648","","0","MATGROUP","SOYBEAN.EVALUATION.1MN63","Hardome","Glycine max","Canada","DEVELOPED","","","","","","","","","","","PI","279648","","",
"1219514","PI","290114","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Pavilikeni 502","Glycine max","Bulgaria","COLLECTED","","","","","","","","","","","PI","290114","","",
"1219515","PI","290115","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Pavilikeni 519","Glycine max","Bulgaria","COLLECTED","","","","","","","","","","","PI","290115","","",
"1219517","PI","290118","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Izj hua","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290118","","",
"1219518","PI","290119","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Amurszkaja 41","Glycine max","Russian Federation","COLLECTED","","","","","","","","","","","PI","290119","","",
"1219520","PI","290121","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Amurszkaja 154","Glycine max","Russian Federation","COLLECTED","","","","","","","","","","","PI","290121","","",
"1219521","PI","290122","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Avril","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290122","","",
"1219524","PI","290125","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Gelbe Riesen","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","290125","","",
"1219526","PI","290127","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Herb Muller 861","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","290127","","",
"1219530","PI","290131","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Locale 11","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290131","","",
"1219531","PI","290132","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Mandurska 1","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290132","","",
"1219532","PI","290133","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Mandurska 2","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290133","","",
"1219534","PI","290135","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Mediachev","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290135","","",
"1219535","PI","290136","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Noir 1","Glycine max","France","COLLECTED","","","","","","","","","","","PI","290136","","",
"1219536","PI","290137","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Noir 2","Glycine max","France","COLLECTED","","","","","","","","","","","PI","290137","","",
"1219537","PI","290138","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Norddeutsche","Glycine max","Germany","COLLECTED","","","","","","","","","","","PI","290138","","",
"1219538","PI","290139","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Ochrolwuca","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290139","","",
"1219539","PI","290140","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Precoce","Glycine max","Romania","COLLECTED","","","","","","","","","","","PI","290140","","",
"1219540","PI","290141","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Primorszkaia 529","Glycine max","Russian Federation","COLLECTED","","","","","","","","","","","PI","290141","","",
"1219541","PI","290142","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Rabakecoli 10","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290142","","",
"1219543","PI","290144","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Rouest 68.1","Glycine max","France","COLLECTED","","","","","","","","","","","PI","290144","","",
"1219544","PI","290145","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Rouest 250","Glycine max","France","COLLECTED","","","","","","","","","","","PI","290145","","",
"1219545","PI","290148","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Vilnensis Freta","Glycine max","France","COLLECTED","","","","","","","","","","","PI","290148","","",
"1219548","PI","290151","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Browneas","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290151","","",
"1219549","PI","290152","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Conie I","Glycine max","Hungary","COLLECTED","","","","","","","","","","","PI","290152","","",
"1219551","PI","290154","","0","MATGROUP","SOYBEAN.EVALUATION.2MN81","Harkovskaja 149","Glycine max","Ukraine","COLLECTED","","","","","","","","","","","PI","290154","","",
